Formula,Source,ID,space group,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,ν,wcc
Sr5Sn3,COD,7221339,I4/mcm (140),1,16,184,1,0,0.01,0.691,(1;000),0
Sr5Si3,COD,8101453,I4/mcm (140),1,16,124,1,0,0.011,0.586,(0;000),0
Sr5Pb3F,ICSD,165195,I4/mcm (140),1,18,198,1,0,0.001,0.574,(0;000),0
Sr5Pb3,ICSD,648568,I4/mcm (140),1,16,184,1,0,0.029,0.622,(0;000),0
Sr5In3,ICSD,640583,I4/mcm (140),1,16,178,1,0,0.004,0.654,(0;000),0
Sr5Ge3,COD,8101451,I4/mcm (140),1,16,124,1,0,0.002,0.636,(1;000),0
Sr5Cd3,COD,1527309,I4/mcm (140),1,16,172,1,0,0.006,0.538,(0;111),0
Sr3GaO4F,ICSD,50734,I4/mcm (140),1,18,148,1,3.9186,4.088,0,(0;000),0
Sr3AlO4F,ICSD,50736,I4/mcm (140),1,18,128,1,4.2152,4.582,0,(0;000),0
Sr,ICSD,109026,I4/mcm (140),1,4,40,1,0,0.005,0.557,(0;000),0
Sn2Ru,COD,1522876,I4/mcm (140),1,6,88,3,0,0.011,0.476,(0;000),0
Sn2Rh,COD,1523795,I4/mcm (140),1,6,90,3,0,0,0.681,(1;111),0
SiPd,ICSD,41681,I4/mcm (140),1,8,88,3,0,0.021,0.3,(1;000),0
SiIr3,ICSD,54975,I4/mcm (140),1,8,110,3,0,0,0.269,(0;111),0
SiB2Mo5,COD,1510768,I4/mcm (140),1,16,160,3,0,0.028,0.696,(1;000),0
Si3W5,ICSD,73331,I4/mcm (140),1,16,304,3,0,0.005,0.69,(1;000),0
Si3Mo5,ICSD,644413,I4/mcm (140),1,16,164,3,0,0.002,0.665,(1;000),0
Sc2Co,COD,1524513,I4/mcm (140),1,6,78,3,0,0,0.554,(1;000),0
Sc,ICSD,164205,I4/mcm (140),1,4,44,3,0,0.005,0.575,(1;111),0
Sb,ICSD,109037,I4/mcm (140),1,4,20,3,0,0.009,0.729,(1;111),0
RhPb2,COD,1524519,I4/mcm (140),1,6,90,3,0,0,0.66,(1;111),0
Re5Si3,ICSD,650114,I4/mcm (140),1,16,174,3,0,0,0.864,(1;111),0
RbSn2Br5,ICSD,151989,I4/mcm (140),1,16,144,2,2.2355,2.427,0,(0;000),0
RbPb2Br5,COD,1010211,I4/mcm (140),1,16,144,2,2.4547,2.566,0,(0;000),0
RbN3,ICSD,34273,I4/mcm (140),1,8,48,1,4.3028,4.303,0,(0;000),0
RbInTe2,ICSD,75346,I4/mcm (140),1,8,68,1,0.9151,1.411,0,(0;000),0
Rb(InAu2)2,COD,4110909,I4/mcm (140),1,14,158,3,0,0,0.463,(0;101),0
RbHF2,ICSD,45859,I4/mcm (140),1,8,48,1,6.8504,6.883,0,(0;000),0
RbCuF3,ICSD,69656,I4/mcm (140),1,10,82,3,0,0.004,0.236,(0;000),0
RbBrF4,ICSD,65713,I4/mcm (140),1,12,88,2,3.8888,3.889,0,(0;000),0
RbBa4Sb3O,ICSD,415036,I4/mcm (140),1,18,140,1,0.8848,0.993,0,(0;000),0
RbAuF4,COD,1510144,I4/mcm (140),1,12,96,1,1.9704,1.977,0,(0;000),0
RbAgF3,COD,1509323,I4/mcm (140),1,10,82,3,0,0.013,0.273,(0;000),0
PtPb2,ICSD,54316,I4/mcm (140),1,6,76,3,0,0.05,0.588,(1;111),0
PdPbF4,ICSD,108992,I4/mcm (140),1,12,120,3,0.9568,1.005,0,(0;000),0
PdPb2,COD,1524520,I4/mcm (140),1,6,92,3,0,0.009,0.603,(0;000),0
PbSe2,ICSD,174577,I4/mcm (140),1,6,52,3,0,0.11,0.122,(0;000),0
Pb2Br5N,COD,9016685,I4/mcm (140),1,16,136,2,0,0.002,0.384,(1;000),0
Pb2Au,COD,1510272,I4/mcm (140),1,6,78,3,0,0.001,0.588,(0;111),0
Ni2B,COD,1511265,I4/mcm (140),1,6,46,3,0,0.001,0.828,(0;111),0
Ni2B,ICSD,30448,I4/mcm (140),1,6,46,3,0,0.001,0.838,(0;111),0
Nb5SiSn2,COD,1528586,I4/mcm (140),1,16,194,3,0,0,0.532,(1;111),0
Nb5Si3,COD,1528784,I4/mcm (140),1,16,154,3,0,0,0.607,(0;111),0
Nb5Si3,ICSD,645411,I4/mcm (140),1,16,154,3,0,0.002,0.36,(0;000),0
Nb5Ge3,ICSD,637206,I4/mcm (140),1,16,154,3,0,0,0.434,(0;000),0
Nb5Ge3,ICSD,2003,I4/mcm (140),1,16,154,3,0,0.002,0.613,(0;000),0
Nb5Ge3,ICSD,600642,I4/mcm (140),1,16,154,3,0,0.001,0.657,(1;000),0
Nb5Ge2B,ICSD,614401,I4/mcm (140),1,16,152,3,0,0.007,0.332,(1;111),0
Nb5GaSn2,COD,2020043,I4/mcm (140),1,16,212,3,0,0.001,0.541,(1;000),0
Nb5Ga3,ICSD,634736,I4/mcm (140),1,16,208,3,0,0.001,0.498,(1;000),0
Nb5Ga3,COD,1522304,I4/mcm (140),1,16,208,3,0,0.003,0.587,(1;111),0
Nb4CrSi3,ICSD,601734,I4/mcm (140),1,16,156,3,0,0.003,0.726,(0;000),0
Nb3Ge,ICSD,637195,I4/mcm (140),1,16,172,3,0,0.003,0.749,(0;000),0
NaPPdS4,ICSD,97456,I4/mcm (140),1,14,112,1,1.1547,1.399,0,(0;000),0
NaInTe2,ICSD,25346,I4/mcm (140),1,8,68,1,0.7113,0.926,0,(0;000),0
NaGaTe2,ICSD,44702,I4/mcm (140),1,8,68,1,0.1829,0.394,0,(0;000),0
NaAuF4,COD,1510141,I4/mcm (140),1,12,96,1,1.6526,1.659,0,(0;000),0
NaAlTe2,ICSD,44701,I4/mcm (140),1,8,48,1,1.3954,1.477,0,(0;000),0
NaAlSe2,ICSD,44704,I4/mcm (140),1,8,48,1,2.2881,2.395,0,(0;000),0
NaAgF4,COD,1509326,I4/mcm (140),1,12,96,1,1.7918,1.861,0,(0;000),0
Na2Au,COD,1510247,I4/mcm (140),1,6,58,1,0,0.003,0.723,(1;000),0
MnSn2,COD,1524517,I4/mcm (140),1,6,86,3,0,0,0.678,(1;111),0
Mn5SiB2,ICSD,614772,I4/mcm (140),1,16,170,3,0,0,0.865,(1;000),0
Mn5B2P,ICSD,109111,I4/mcm (140),1,16,172,3,0,0.001,0.755,(1;111),0
Mn3GeC,ICSD,25775,I4/mcm (140),1,10,106,3,0,0,0.84,(0;000),0
Mn2B,COD,1511237,I4/mcm (140),1,6,66,3,0,0,0.53,(1;111),0
MgSn4Ru,ICSD,412492,I4/mcm (140),1,12,164,3,0,0.011,0.263,(0;000),0
Mg2Pt,ICSD,245120,I4/mcm (140),1,6,60,3,0,0.018,0.323,(0;111),0
LiSn4Ru,ICSD,412250,I4/mcm (140),1,12,150,3,0,0,0.496,(1;111),0
LiSn4Rh,ICSD,412251,I4/mcm (140),1,12,152,3,0,0.006,0.402,(0;000),0
LiSn4Ir,COD,1529009,I4/mcm (140),1,12,152,3,0,0.02,0.279,(0;000),0
Li5Cl3O,ICSD,419852,I4/mcm (140),1,18,84,1,3.9676,4.045,0,(0;000),0
KSn2Br5,ICSD,151983,I4/mcm (140),1,16,144,2,2.2057,2.378,0,(0;000),0
KO3,COD,1518207,I4/mcm (140),1,16,108,1,0,0,0.588,(0;000),0
KN3,COD,2310495,I4/mcm (140),1,8,48,3,0,0.007,0.71,(0;111),0
KN3,COD,1010391,I4/mcm (140),1,8,48,1,4.4493,4.449,0,(0;000),0
KMnF3,COD,4030704,I4/mcm (140),1,10,90,3,0,0,0.393,(0;111),0
KInTe2,COD,2001367,I4/mcm (140),1,8,68,1,0.9234,1.267,0,(0;000),0
K(InAu2)2,COD,4110908,I4/mcm (140),1,14,158,3,0,0,0.562,(1;000),0
KHF2,COD,1010380,I4/mcm (140),1,8,48,2,6.0591,6.586,0,(0;000),0
KHF2,COD,1009029,I4/mcm (140),1,8,48,1,7.1061,7.16,0,(0;000),0
KCuF3,COD,9006349,I4/mcm (140),1,10,82,3,0,0.004,0.255,(0;000),0
KCuF3,ICSD,9856,I4/mcm (140),1,10,82,3,0,0.009,0.248,(0;000),0
KBrF4,COD,1524295,I4/mcm (140),1,12,88,1,3.5441,3.575,0,(0;000),0
KBrF4,COD,2310667,I4/mcm (140),1,12,88,1,0,0.016,0.097,(0;000),0
KBa4Sb3O,ICSD,410747,I4/mcm (140),1,18,140,1,0.9969,1.041,0,(0;000),0
KBa4Bi3O,COD,2011038,I4/mcm (140),1,18,200,1,0.5807,0.663,0,(0;000),0
KAuF4,COD,1510138,I4/mcm (140),1,12,96,1,2.2533,2.253,0,(0;000),0
KAlTe2,ICSD,44703,I4/mcm (140),1,8,48,1,1.5093,1.811,0,(0;000),0
KAgF4,COD,1509325,I4/mcm (140),1,12,96,1,2.0219,2.072,0,(0;000),0
K3SO4F,ICSD,81835,I4/mcm (140),1,18,128,1,5.5389,5.63,0,(0;000),0
K3SeO4F,ICSD,82750,I4/mcm (140),1,18,128,3,4.1863,4.311,0,(0;000),0
K,ICSD,157573,I4/mcm (140),1,8,72,3,0,0.003,0.84,(0;111),0
InTe,ICSD,169430,I4/mcm (140),1,8,76,3,0,0.029,0.057,(0;000),0
InSn2I5,ICSD,151996,I4/mcm (140),1,16,152,3,0.9578,0.958,0,(0;000),0
InPb2I5,ICSD,151997,I4/mcm (140),1,16,152,2,1.2846,1.323,0,(0;000),0
InGaTe2,ICSD,60084,I4/mcm (140),1,8,76,3,0,0.076,0.065,(0;000),0
InGaSe2,ICSD,601131,I4/mcm (140),1,8,76,3,0,0.029,0.126,(0;000),0
In5Sb3,ICSD,640434,I4/mcm (140),1,16,160,3,0,0.005,0.543,(1;111),0
In5Bi3,ICSD,1244,I4/mcm (140),1,16,160,3,0,0.027,0.678,(1;000),0
In5Bi3,COD,1527696,I4/mcm (140),1,16,220,3,0,0.024,0.683,(1;000),0
In4Bi3Pb,ICSD,616725,I4/mcm (140),1,16,222,3,0,0,0.557,(0;000),0
In2Ag,COD,1509415,I4/mcm (140),1,6,74,3,0,0,0.848,(1;111),0
Hf2Si,ICSD,42523,I4/mcm (140),1,6,56,3,0,0.011,0.33,(1;000),0
Hf2Ni,COD,1524523,I4/mcm (140),1,6,68,3,0,0.007,0.154,(1;111),0
Hf2Ge,ICSD,636554,I4/mcm (140),1,6,56,3,0,0.01,0.531,(0;000),0
Hf2Ge,ICSD,42524,I4/mcm (140),1,6,56,3,0,0.001,0.346,(1;000),0
Hf2Ga,COD,1524524,I4/mcm (140),1,6,74,3,0,0.001,0.721,(0;111),0
Hf2Al,ICSD,608076,I4/mcm (140),1,6,54,3,0,0.001,0.696,(0;111),0
GePt3,ICSD,77962,I4/mcm (140),1,8,68,3,0,0.002,0.133,(0;000),0
Ge3W5,ICSD,638119,I4/mcm (140),1,16,304,3,0,0.006,0.673,(1;000),0
Ge3W5,ICSD,638118,I4/mcm (140),1,16,304,3,0,0.01,0.719,(0;000),0
Ge3Mo5,ICSD,637142,I4/mcm (140),1,16,164,3,0,0.003,0.564,(0;000),0
GaPt3,COD,1523390,I4/mcm (140),1,8,86,3,0,0,0.553,(0;111),0
GaH4NF4,ICSD,410849,I4/mcm (140),1,20,100,2,5.5819,5.673,0,(0;000),0
Ga5Pd,COD,1522867,I4/mcm (140),1,12,166,3,0,0.001,0.517,(1;000),0
Ga5Ni,ICSD,165723,I4/mcm (140),1,12,150,3,0,0.001,0.474,(1;000),0
FeSn2,COD,1524518,I4/mcm (140),1,6,72,3,0,0.01,0.417,(0;000),0
FeSb2,ICSD,186639,I4/mcm (140),1,6,36,3,0,0.009,0.62,(1;111),0
FeGe2,ICSD,42519,I4/mcm (140),1,6,32,3,0,0.013,0.346,(0;000),0
Fe5SiB2,ICSD,614183,I4/mcm (140),1,16,100,3,0,0.002,0.441,(1;111),0
Fe5Si2B,ICSD,614184,I4/mcm (140),1,16,102,3,0,0,0.783,(1;111),0
Fe5B2P,COD,1510698,I4/mcm (140),1,16,102,3,0,0.001,0.76,(1;000),0
Fe2B,ICSD,30446,I4/mcm (140),1,6,38,3,0,0.001,0.527,(1;000),0
Fe2B,COD,1010474,I4/mcm (140),1,6,38,3,0,0,0.524,(1;001),0
CsSn2Cl5,COD,1525543,I4/mcm (140),1,16,144,2,2.919,3.043,0,(0;000),0
CsSn2Br5,COD,1525544,I4/mcm (140),1,16,144,2,2.2729,2.444,0,(0;000),0
CsPb2Cl5,COD,4302867,I4/mcm (140),1,16,144,2,3.12,3.294,0,(0;000),0
CsN3,ICSD,25008,I4/mcm (140),1,8,48,1,4.2572,4.296,0,(0;000),0
CsHF2,ICSD,45858,I4/mcm (140),1,8,48,1,6.638,6.638,0,(0;000),0
CsCuF4,ICSD,35264,I4/mcm (140),1,12,96,3,1.5647,1.629,0,(0;000),0
CsAgF3,COD,1509275,I4/mcm (140),1,10,82,3,0,0.011,0.262,(0;000),0
Cs5CoCl5,COD,9016507,I4/mcm (140),1,22,194,3,0,0.008,0.683,(1;111),0
Cs3ZnCl5,COD,2213127,I4/mcm (140),1,18,148,1,4.4993,4.499,0,(0;000),0
Cs3ZnBr5,ICSD,180053,I4/mcm (140),1,18,148,1,3.737,3.737,0,(0;000),0
Cs3NiCl5,COD,2007345,I4/mcm (140),1,18,144,1,0,0.018,0.28,(0;000),0
Cs3MnI5,ICSD,403102,I4/mcm (140),1,18,154,1,0,0,0.298,(0;111),0
Cs3MnCl5,ICSD,24,I4/mcm (140),1,18,154,1,0,0,0.337,(1;111),0
Cs3MnBr5,COD,1523976,I4/mcm (140),1,18,154,1,0,0,0.184,(0;111),0
Cs3FeBr5,ICSD,4065,I4/mcm (140),1,18,140,1,0,0.002,0.201,(1;111),0
Cs3CoCl5,COD,2011750,I4/mcm (140),1,18,158,1,0,0,0.321,(0;111),0
Cs3CoBr5,COD,1529929,I4/mcm (140),1,18,158,1,0,0,0.39,(0;111),0
Cs3CdBr5,ICSD,39599,I4/mcm (140),1,18,148,1,3.1932,3.193,0,(0;000),0
CrSb2,ICSD,86811,I4/mcm (140),1,6,48,3,0,0.006,0.448,(0;000),0
Cr5Si3,COD,1527284,I4/mcm (140),1,16,164,3,0,0.003,0.582,(0;000),0
Cr5Ge3,ICSD,626080,I4/mcm (140),1,16,164,3,0,0.001,0.549,(1;000),0
Cr5B3,COD,7209448,I4/mcm (140),1,16,158,3,0,0,0.774,(0;111),0
Cr5B2P,ICSD,613539,I4/mcm (140),1,16,162,3,0,0.001,0.788,(0;000),0
Cr3Si5,ICSD,626782,I4/mcm (140),1,16,124,3,0,0.001,0.877,(1;111),0
Cr3AsN,ICSD,25760,I4/mcm (140),1,10,104,3,0,0.002,0.578,(0;111),0
Cr2B,COD,1009055,I4/mcm (140),1,6,62,3,0,0,0.611,(1;000),0
CoSn2,COD,1524261,I4/mcm (140),1,6,90,3,0,0.001,0.667,(1;000),0
Co5B2P,ICSD,613222,I4/mcm (140),1,16,192,3,0,0.006,0.535,(1;111),0
Co2B,ICSD,30447,I4/mcm (140),1,6,42,3,0,0,0.495,(1;111),0
Co2B,COD,1511063,I4/mcm (140),1,6,74,3,0,0,0.445,(1;111),0
CdCuF4,COD,4030528,I4/mcm (140),1,12,102,3,0,0.003,0.62,(0;000),0
Cd5Au3,COD,1510486,I4/mcm (140),1,16,186,3,0,0,0.569,(1;000),0
CaTiO3,ICSD,162922,I4/mcm (140),1,10,80,3,2.0423,2.048,0,(0;000),0
CaPdF4,ICSD,32674,I4/mcm (140),1,12,112,1,1.0496,1.05,0,(0;000),0
Ca(Ni2Sn)2,ICSD,418133,I4/mcm (140),1,14,156,3,0,0,0.435,(1;111),0
CaCuF4,ICSD,9928,I4/mcm (140),1,12,98,1,0,0.001,0.62,(0;000),0
Ca(BeN)2,ICSD,413357,I4/mcm (140),1,10,56,1,2.5333,2.668,0,(0;000),0
Ca(BC)2,ICSD,88019,I4/mcm (140),1,10,48,2,0.4846,1.005,0,(0;000),0
Ca5Zn3,ICSD,619631,I4/mcm (140),1,16,172,1,0,0.002,0.6,(0;111),0
Ca5Sn3H,ICSD,165190,I4/mcm (140),1,18,186,1,0,0.001,0.47,(0;000),0
Ca5Si3,COD,1525743,I4/mcm (140),1,16,124,1,0,0.004,0.411,(0;000),0
Ca5Pt3,ICSD,619514,I4/mcm (140),1,16,160,1,0,0.008,0.618,(1;111),0
Ca5Hg3,COD,1527308,I4/mcm (140),1,16,172,2,0,0.019,0.388,(0;111),0
Ca5Ge3H,COD,1525752,I4/mcm (140),1,18,126,1,0,0.002,0.636,(0;000),0
Ca5Ge3,COD,1525750,I4/mcm (140),1,16,124,1,0,0.004,0.374,(0;000),0
Ca5Ga3,ICSD,619275,I4/mcm (140),1,16,178,1,0,0,0.687,(1;111),0
Ca5CdCu2,ICSD,423251,I4/mcm (140),1,16,168,1,0,0.004,0.614,(0;001),0
Ca5Au3,COD,1510483,I4/mcm (140),1,16,166,1,0,0,0.606,(0;111),0
Ca5Ag3,COD,1509954,I4/mcm (140),1,16,166,1,0,0.001,0.709,(1;000),0
BW2,COD,1511333,I4/mcm (140),1,6,118,3,0,0,0.564,(1;000),0
BMo2,COD,1511240,I4/mcm (140),1,6,62,3,0,0,0.653,(1;000),0
Bi,ICSD,51674,I4/mcm (140),1,4,60,3,0,0.037,0.408,(1;100),0
BeSO8,COD,9014047,I4/mcm (140),1,20,116,1,0,0.002,0.475,(1;000),0
BaZrO3,ICSD,190881,I4/mcm (140),1,10,64,3,2.6946,2.695,0,(0;000),0
BaTe2,ICSD,80280,I4/mcm (140),1,6,44,1,0.3666,1.13,0,(0;000),0
BaPdF4,ICSD,108991,I4/mcm (140),1,12,112,1,1.5233,1.523,0,(0;000),0
Ba(CO)4,ICSD,412830,I4/mcm (140),1,18,100,1,2.5686,2.652,0,(0;000),0
Ba(BeN)2,ICSD,415304,I4/mcm (140),1,10,56,1,1.3639,1.449,0,(0;000),0
Ba5Sn3,COD,7221208,I4/mcm (140),1,16,184,1,0,0.021,0.569,(0;111),0
Ba5Pb3,ICSD,58668,I4/mcm (140),1,16,184,1,0,0.007,0.558,(0;111),0
Ba3TiS5,COD,1530517,I4/mcm (140),1,18,144,1,1.4393,1.439,0,(0;000),0
Ba3SiO5,COD,2106454,I4/mcm (140),1,18,128,1,3.5175,3.553,0,(0;000),0
Ba3InSe4Cl,ICSD,250812,I4/mcm (140),1,18,148,3,2.301,2.403,0,(0;000),0
Ba3InS4Cl,ICSD,427796,I4/mcm (140),1,18,148,1,2.8306,2.941,0,(0;000),0
Ba3CrO5,ICSD,73893,I4/mcm (140),1,18,148,1,0,0,0.531,(1;000),0
Ba,ICSD,109028,I4/mcm (140),1,4,40,1,0,0.002,0.515,(0;000),0
AlTlSe2,COD,7221238,I4/mcm (140),1,8,56,1,0.25,0.277,0,(0;000),0
AlTlF4,COD,1000407,I4/mcm (140),1,12,88,2,4.0057,4.006,0,(0;000),0
AlPt3,ICSD,656679,I4/mcm (140),1,8,66,3,0,0.001,0.579,(0;111),0
AlNF4,COD,9016185,I4/mcm (140),1,12,72,2,0,0.002,0.137,(0;000),0
Al2Cu,COD,9012196,I4/mcm (140),1,6,34,3,0,0,0.914,(1;000),0
AgN3,COD,1010308,I4/mcm (140),1,8,52,3,1.6092,1.609,0,(0;000),0
AgAuF4,COD,4331391,I4/mcm (140),1,12,100,3,1.9268,1.932,0,(0;000),0
ZrVGe,ICSD,88210,I4/mmm (139),1,6,42,3,0,0.014,0.71,(0;111),0
Zr(VGa2)2,ICSD,635647,I4/mmm (139),1,7,82,3,0,0.002,0.271,(1;000),0
Zr(TiGa2)2,ICSD,635567,I4/mmm (139),1,7,80,3,0,0,0.621,(0;000),0
ZrTiAs,COD,4000091,I4/mmm (139),1,6,42,3,0,0.002,0.514,(0;111),0
Zr(SiNi)2,COD,1530965,I4/mmm (139),1,5,32,3,0,0.007,0.543,(0;000),0
ZrPd2,ICSD,649147,I4/mmm (139),1,3,40,3,0,0.033,0.184,(1;111),0
Zr(NiP)2,ICSD,76679,I4/mmm (139),1,5,34,3,0,0.001,0.343,(1;000),0
ZrIn3,ICSD,640726,I4/mmm (139),1,8,86,3,0,0.021,0.685,(1;000),0
ZrH2,ICSD,24624,I4/mmm (139),1,3,14,3,0,0.045,0.153,(0;000),0
ZrGa3,ICSD,635698,I4/mmm (139),1,8,86,3,0,0.01,0.714,(1;000),0
Zr(FeSi)2,ICSD,633666,I4/mmm (139),1,5,28,3,0,0.026,0.701,(1;000),0
Zr(CoSi)2,ICSD,625135,I4/mmm (139),1,5,46,3,0,0.023,0.374,(1;111),0
ZrAu2,ICSD,612510,I4/mmm (139),1,3,26,3,0,0.003,0.186,(1;000),0
ZrAl3,COD,2100751,I4/mmm (139),1,8,26,3,0,0.005,0.764,(0;000),0
Zr(Al2Fe)4,ICSD,607756,I4/mmm (139),1,13,60,3,0,0.002,0.72,(0;000),0
ZrAg2,ICSD,605995,I4/mmm (139),1,3,26,3,0,0.036,0.072,(1;000),0
Zr3(Si3Cu2)2,ICSD,629244,I4/mmm (139),1,13,80,3,0,0,0.843,(1;110),0
Zr2Zn,ICSD,653511,I4/mmm (139),1,3,20,3,0,0.032,0.475,(0;111),0
Zr2Sb,ICSD,107691,I4/mmm (139),1,6,26,3,0,0.016,0.568,(0;111),0
Zr2Pd,COD,1522408,I4/mmm (139),1,3,26,3,0,0.019,0.616,(1;000),0
Zr2H2Pd,ICSD,638425,I4/mmm (139),1,5,28,3,0,0.009,0.535,(0;111),0
Zr2Cd,ICSD,620613,I4/mmm (139),1,3,20,3,0,0.011,0.205,(0;111),0
Zn(BIr)2,COD,1510722,I4/mmm (139),1,5,52,3,0,0.063,0.027,(0;111),0
Zn3Ru,COD,7007706,I4/mmm (139),1,8,104,3,0,0.006,0.707,(0;111),0
YZrSb,ICSD,107067,I4/mmm (139),1,6,40,3,0,0.006,0.722,(0;111),0
YTiGe,COD,1521602,I4/mmm (139),1,6,54,3,0,0.005,0.728,(0;000),0
YSi3,ICSD,263005,I4/mmm (139),1,16,92,3,0,0.004,0.638,(0;000),0
YNiB4,ICSD,615085,I4/mmm (139),1,24,132,3,0,0.001,0.623,(0;111),0
V4Zn5,COD,1528038,I4/mmm (139),1,9,112,3,0,0.002,0.859,(0;000),0
TlPd3,ICSD,649063,I4/mmm (139),1,8,134,3,0,0.003,0.251,(1;000),0
TiPt8,COD,1522696,I4/mmm (139),1,9,92,3,0,0.005,0.901,(0;000),0
TiPd2,ICSD,184670,I4/mmm (139),1,3,48,3,0,0.005,0.21,(1;111),0
Ti(NCl)4,COD,9015114,I4/mmm (139),1,9,60,1,0,0.001,0.84,(1;000),0
TiH2,ICSD,169609,I4/mmm (139),1,3,14,3,0,0.017,0.13,(1;000),0
TiBe12,ICSD,616454,I4/mmm (139),1,13,60,1,0,0.002,0.588,(1;111),0
TiAu2,ICSD,612409,I4/mmm (139),1,3,34,3,0,0.01,0.098,(1;000),0
TiAu2,COD,1510471,I4/mmm (139),1,3,34,3,0,0.117,0.256,(1;000),0
Ti2Zn,ICSD,653304,I4/mmm (139),1,3,36,3,0,0.003,0.482,(0;111),0
Ti2Pd,COD,1522585,I4/mmm (139),1,3,42,3,0,0.008,0.664,(1;000),0
Ti2Cd,COD,1525205,I4/mmm (139),1,3,36,3,0,0.003,0.217,(1;111),0
TaGa3,COD,1522718,I4/mmm (139),1,4,52,3,0,0.01,0.165,(1;000),0
TaAl3,COD,4312726,I4/mmm (139),1,4,22,3,0,0.004,0.18,(0;000),0
Sr(ZnGe)2,ICSD,411,I4/mmm (139),1,5,42,3,0,0.011,0.303,(1;111),0
SrZnBi2,ICSD,41924,I4/mmm (139),1,8,104,1,0,0.031,0.134,(0;000),0
SrTa2Bi2O9,ICSD,97041,I4/mmm (139),1,14,120,2,0,0.197,0.209,(0;000),0
Sr(SiPd)2,ICSD,648864,I4/mmm (139),1,5,54,3,0,0.02,0.692,(0;000),0
Sr(SiCu)2,ICSD,25313,I4/mmm (139),1,5,40,3,0,0.008,0.778,(0;000),0
Sr(SiAu)2,COD,7209413,I4/mmm (139),1,5,40,3,0,0.028,0.714,(1;000),0
Sr(SiAg)2,COD,7209362,I4/mmm (139),1,5,40,3,0,0.004,0.765,(1;000),0
Sr(SbPd)2,ICSD,61195,I4/mmm (139),1,5,56,3,0,0.008,0.775,(0;000),0
Sr(PRu)2,ICSD,648030,I4/mmm (139),1,5,52,2,0,0.001,0.65,(1;000),0
Sr(PRh)2,ICSD,50186,I4/mmm (139),1,5,54,2,0,0.018,0.576,(1;000),0
Sr(PPd)2,ICSD,36373,I4/mmm (139),1,5,56,2,0,0.055,0.807,(1;000),0
Sr(POs)2,ICSD,602096,I4/mmm (139),1,5,52,2,0,0.004,0.626,(1;111),0
SrO2,COD,1100026,I4/mmm (139),1,3,22,1,2.2477,2.248,0,(0;000),0
Sr(NiSb)2,ICSD,646442,I4/mmm (139),1,5,40,3,0,0.009,0.764,(0;000),0
Sr(NiGe)2,ICSD,165736,I4/mmm (139),1,5,38,3,0,0.007,0.715,(0;111),0
SrN2,ICSD,423722,I4/mmm (139),1,3,20,1,0,0.005,0.58,(0;000),0
Sr(MnGe)2,ICSD,403,I4/mmm (139),1,5,48,3,0,0.005,0.746,(0;111),0
SrMnBi2,COD,7221198,I4/mmm (139),1,8,110,1,0,0,0.858,(1;000),0
SrLi2Ta2O7,ICSD,88464,I4/mmm (139),1,12,84,2,2.1506,2.6,0,(0;000),0
SrLi2Nb2O7,ICSD,88463,I4/mmm (139),1,12,84,2,1.7886,2.155,0,(0;000),0
Sr(InHg)2,ICSD,427211,I4/mmm (139),1,5,60,3,0,0.032,0.716,(1;000),0
Sr(GeRu)2,ICSD,77144,I4/mmm (139),1,5,50,3,0,0.004,0.426,(1;000),0
Sr(GeRh)2,ICSD,77145,I4/mmm (139),1,5,52,3,0,0.024,0.619,(1;111),0
Sr(GeIr)2,ICSD,165737,I4/mmm (139),1,5,52,3,0,0.043,0.561,(1;111),0
Sr(GeAu)2,COD,7209408,I4/mmm (139),1,5,40,3,0,0.08,0.713,(0;000),0
SrGe3,COD,4343959,I4/mmm (139),1,16,88,1,0,0.005,0.619,(0;000),0
SrGa4,COD,1522272,I4/mmm (139),1,5,62,3,0,0.011,0.237,(1;000),0
Sr(FeP)2,ICSD,54407,I4/mmm (139),1,5,36,2,0,0.011,0.57,(1;111),0
Sr(FeAs)2,COD,9016374,I4/mmm (139),1,5,36,2,0,0.003,0.531,(1;111),0
Sr(CuGe)2,ICSD,627840,I4/mmm (139),1,5,40,3,0,0.016,0.796,(0;000),0
Sr(CuAs)2,ICSD,78756,I4/mmm (139),1,5,42,3,0,0.055,0.314,(1;111),0
Sr(CrAs)2,ICSD,610273,I4/mmm (139),1,5,48,2,0,0.015,0.674,(1;000),0
Sr(CoSi)2,ICSD,425470,I4/mmm (139),1,5,52,3,0,0.004,0.639,(1;000),0
Sr(CoP)2,COD,7221160,I4/mmm (139),1,5,54,2,0,0.002,0.607,(0;111),0
Sr(CoGe)2,ICSD,407,I4/mmm (139),1,5,52,3,0,0.005,0.628,(1;000),0
Sr(CoAs)2,ICSD,610122,I4/mmm (139),1,5,54,2,0,0.003,0.482,(1;000),0
Sr(CdGe)2,ICSD,25331,I4/mmm (139),1,5,42,3,0,0.013,0.384,(1;111),0
Sr(CdGa)2,ICSD,370021,I4/mmm (139),1,5,60,3,0,0.013,0.813,(0;000),0
SrCdBi2,ICSD,58764,I4/mmm (139),1,8,104,1,0,0.028,0.146,(0;000),0
SrC2,COD,1522125,I4/mmm (139),1,3,18,1,1.9456,2.68,0,(0;000),0
Sr(AsRu)2,ICSD,611298,I4/mmm (139),1,5,52,2,0,0.007,0.548,(1;000),0
